Path,ISO,ShutterSpeed,ExifImageWidth,ExifImageHeight,Model,ApertureValue,FocalLength,CameraTemperature,SerialNumber,Hash,Is_train_data
../RAWBASE/ALASKA/41/40189.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,cb0e698b62eda62382f6d58cfbe5023830f606dd,0
../RAWBASE/ALASKA/41/40420.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,3af0bf7869a71dbb1c6800de6729995d7c58f636,0
../RAWBASE/ALASKA/41/40618.CR2,1600,1/60,5184,3456,CanonEOS100D,4.6,34.0mm,22C,53073070269,2eecf875d5b624e8f6b5390db7b201628c4bcda2,0
../RAWBASE/ALASKA/41/40604.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,3ef0ccb7f66e1d855310061073e11c082bb4369e,1
../RAWBASE/ALASKA/41/40828.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,31a33e7d5be96baeaaedc3d0ebdec875773ba284,0
../RAWBASE/ALASKA/41/40232.CR2,6400,0.4,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,059f9c06055c665650763307673569cc1bb8065c,0
../RAWBASE/ALASKA/41/40582.CR2,1600,1/30,5184,3456,CanonEOS100D,3.5,20.0mm,21C,53073070269,5efdcac51852dfe428fd3b69a2a5640394b29f2e,0
../RAWBASE/ALASKA/41/40732.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,0f98e2e432dba3692802aafa0c367ed177995d3e,1
../RAWBASE/ALASKA/41/40997.CR2,6400,1/40,5184,3456,CanonEOS100D,5.0,37.0mm,26C,53073070269,242ad1ded2f0870bafe448e14e41cac037279701,1
../RAWBASE/ALASKA/41/40800.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,f1cb1cacf160b04512f435b6b88d8aa9420f42a3,0
../RAWBASE/ALASKA/41/40248.CR2,1600,1/13,5184,3456,CanonEOS100D,5.7,55.0mm,22C,53073070269,d61e1115866822f372a01ddb65ac3e7a12033893,0
../RAWBASE/ALASKA/41/40326.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,b4e37f9e62399995176430e4c5b044d73e1cd0ef,1
../RAWBASE/ALASKA/41/40490.CR2,2000,1/60,5184,3456,CanonEOS100D,5.0,45.0mm,29C,53073070269,441ed740e72bce58db0aaa749fcb4f4080fd695e,1
../RAWBASE/ALASKA/41/40390.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,33C,53073070269,bc5f22f31ec44e6cc68633c7e5c2197e83e35e02,0
../RAWBASE/ALASKA/41/40942.CR2,3200,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,f3148b7ef57ab8368897827a856551873baf3fa3,1
../RAWBASE/ALASKA/41/40680.CR2,1000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,22C,53073070269,6ef6cc76a3a81aff59595d504bae4bf104e45061,0
../RAWBASE/ALASKA/41/40147.CR2,1600,1/30,5184,3456,CanonEOS100D,4.0,24.0mm,10C,53073070269,503300eef578ae6ca1a5eb47070138ea3c70d484,1
../RAWBASE/ALASKA/41/40611.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,49.0mm,19C,53073070269,a163ac19b8b56d8577d2cfb24441b9140ffd905f,0
../RAWBASE/ALASKA/41/40171.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,27cb3ef4a656b5e4d5c0eaa2b5f3ae7239575cc2,0
../RAWBASE/ALASKA/41/40443.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,9aad46d683232e5f1d0ea601ae5b5d09f66fa4f9,1
../RAWBASE/ALASKA/41/40590.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,26C,53073070269,c7ce5df36393f1e53d6fd3157c16cbf9cc254d03,0
../RAWBASE/ALASKA/41/40438.CR2,3200,1/60,5184,3456,CanonEOS100D,5.7,44.0mm,20C,53073070269,2bf0eb209976c3a7f0dfaf4520e1278c3cfb91c9,1
../RAWBASE/ALASKA/41/40479.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,bf9e8401cda904e9ed429a2214ba9061526632d8,1
../RAWBASE/ALASKA/41/40874.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,8fc75351c1ae13e0ddb4dc8d8a1ad4a69632ec39,1
../RAWBASE/ALASKA/41/40407.CR2,1250,1/60,5184,3456,CanonEOS100D,5.0,35.0mm,22C,53073070269,de9d719d780a626b15618ec51a580af45a405e43,1
../RAWBASE/ALASKA/41/40854.CR2,2000,1/50,5184,3456,CanonEOS100D,5.0,37.0mm,29C,53073070269,ae203350dceeb5f0de3b38e1249ca564037c2d80,1
../RAWBASE/ALASKA/41/40544.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,e5693f564eb5ed3a55901bea54abd0932120be40,0
../RAWBASE/ALASKA/41/40589.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,29C,53073070269,296a8825cf8c84ada22ecb3a1a0466c0ac188c79,1
../RAWBASE/ALASKA/41/40139.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,99c758b5f6f6b3c870c162bcc9dae8e774f67d5f,1
../RAWBASE/ALASKA/41/40968.CR2,4000,1/60,5184,3456,CanonEOS100D,5.0,44.0mm,26C,53073070269,d6163ae729d1c4f3bf6ab9401fc002206fab4b64,1
../RAWBASE/ALASKA/41/40812.CR2,2000,1/60,5184,3456,CanonEOS100D,5.7,48.0mm,13C,53073070269,8919a2b43a93f47a4f9ca7ef76cf52c906356772,0
../RAWBASE/ALASKA/41/40990.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,22C,53073070269,5a85c1540c241ec1439b524b0330a9ec2c849a5a,0
../RAWBASE/ALASKA/41/40239.CR2,1000,1/30,5184,3456,CanonEOS100D,3.5,22.0mm,24C,53073070269,b4ce2b4fd13639dc3c22ffdef6d1021f8fe965e2,0
../RAWBASE/ALASKA/41/40668.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,49.0mm,21C,53073070269,580f900eb71a8dde488397c8a1d06cddc89e63cd,1
../RAWBASE/ALASKA/41/40657.CR2,1600,1/50,5184,3456,CanonEOS100D,4.6,34.0mm,17C,53073070269,986b461bda7c0f77bfcf3457871e1c69b847ccaf,1
../RAWBASE/ALASKA/41/40784.CR2,1600,1/15,5184,3456,CanonEOS100D,5.7,55.0mm,32C,53073070269,976697befd289037ee02a49db0a04eb23496407c,0
../RAWBASE/ALASKA/41/40616.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,ed8f08ffed221dd36f89b6b7f15975eb66b34464,1
../RAWBASE/ALASKA/41/40187.CR2,3200,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,349a7a23825c30fdd1f0f59dfc7786c31625e78b,1
../RAWBASE/ALASKA/41/40665.CR2,1600,1/15,5184,3456,CanonEOS100D,5.7,55.0mm,57C,53073070269,34e8d8f328a9c7bee3e6eb1a938d0fc1da5ab6cf,1
../RAWBASE/ALASKA/41/40701.CR2,4000,1/40,5184,3456,CanonEOS100D,4.6,27.0mm,12C,53073070269,e837d3c9c6f1697e47663f5cd2d0ad42a0922068,0
../RAWBASE/ALASKA/41/40324.CR2,1600,1/60,5184,3456,CanonEOS100D,5.0,42.0mm,20C,53073070269,4c60140dd8222162fabb324b9e1f59bca89f19d2,0
../RAWBASE/ALASKA/41/40857.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,006c9e3d706a9e0f8936acfe9a86890469817e0c,0
../RAWBASE/ALASKA/41/40772.CR2,2500,1/60,5184,3456,CanonEOS100D,5.7,48.0mm,26C,53073070269,0d68297fac8cc1b04c94eed072b9d25f64eb7362,0
../RAWBASE/ALASKA/41/40196.CR2,1000,1/60,5184,3456,CanonEOS100D,4.6,32.0mm,22C,53073070269,22753a816410608e9353770b52136f2e72addbdf,0
../RAWBASE/ALASKA/41/40760.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,51.0mm,27C,53073070269,644b62ae032ee113767e95d918d150cc2d4dcbfe,1
../RAWBASE/ALASKA/41/40277.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,10C,53073070269,a0d5ea061e341cc64416a211f56172a53caf4aed,1
../RAWBASE/ALASKA/41/40437.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,17C,53073070269,48587cfb37682baec0340ac9f46237e4916d96c1,1
../RAWBASE/ALASKA/41/40930.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,54dd9c56cb52405757bdbec3b72a77e8cd9f92ae,0
../RAWBASE/ALASKA/41/40346.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,93106572ab5d7f069e1be7a74d07771fe3e06619,1
../RAWBASE/ALASKA/41/40409.CR2,1600,1/60,5184,3456,CanonEOS100D,5.0,43.0mm,21C,53073070269,af715603bfa7c130f2b10f6fb216d22f63bcdf78,1
../RAWBASE/ALASKA/41/40453.CR2,1000,1/50,5184,3456,CanonEOS100D,5.0,37.0mm,26C,53073070269,cd43720f385d39ee91b42dc47aa34381f0bbe339,1
../RAWBASE/ALASKA/41/40628.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,1f09d499069cbfc23e7e0b2fa602b7805528fe79,0
../RAWBASE/ALASKA/41/40174.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,f34a91f045c9639a0855cedecbfbf75d2c4f0f7f,1
../RAWBASE/ALASKA/41/40358.CR2,1600,1/40,5184,3456,CanonEOS100D,4.0,26.0mm,26C,53073070269,ffc4145f3747ee58e158cf446fec76f3acd15a2c,0
../RAWBASE/ALASKA/41/40500.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,2eb7eef68bea36e98d5966173d3d0bc6407c31bd,0
../RAWBASE/ALASKA/41/40714.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,17C,53073070269,5c2d059aea74beebb3f688ac8fe60a62aac31179,0
../RAWBASE/ALASKA/41/40387.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,db58df69d612c04ffd958485f6610dcff700a0d2,0
../RAWBASE/ALASKA/41/40276.CR2,2000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,28C,53073070269,5f7950a061194d05f2a2798768317a8d323b3fdc,1
../RAWBASE/ALASKA/41/40537.CR2,1000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,11C,53073070269,1c04869948c99cee3809b2bc14fe2f93758303e5,1
../RAWBASE/ALASKA/41/40341.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,299dc27cde0be89dc98f7f10adf1d51941195eba,0
../RAWBASE/ALASKA/41/40291.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,384c2d74d9fc1c80d7088f4f94828cfe9ea95950,0
../RAWBASE/ALASKA/41/40201.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,fa97f6dee88b376dfba45e0b6edc969c1b67b4f0,0
../RAWBASE/ALASKA/41/40465.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,eaa617c07ef4a320465825bc11a01baa2dbd113e,1
../RAWBASE/ALASKA/41/40841.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,0e662cda57ba12d0a4a4386099f97c5df551c224,0
../RAWBASE/ALASKA/41/40620.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,21C,53073070269,58ff91a6ac0711f8f58bc2ea10a2ca75a3aeeab9,0
../RAWBASE/ALASKA/41/40241.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,5e034f150202f0fa4fd03331e835d02e0e9f47f0,0
../RAWBASE/ALASKA/41/40580.CR2,6400,1/20,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,3ff079075ca51646d5fb9439933b8f489d8c157f,1
../RAWBASE/ALASKA/41/40642.CR2,3200,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,28C,53073070269,f84e227b642a30e0363215a63a728fa0acc465ae,1
../RAWBASE/ALASKA/41/40423.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,8e52f5b69cd998ca8316d704b47a787106a7bddc,0
../RAWBASE/ALASKA/41/40463.CR2,3200,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,95a35a09377dbd87b738bc08ecbc423bfaa9775a,0
../RAWBASE/ALASKA/41/40686.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,f06187d5e67a40d5b708a78bf95f1a98f2937984,1
../RAWBASE/ALASKA/41/40956.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,7be7f5cdf252583d1ba97c9b81fb3d95eb090b13,0
../RAWBASE/ALASKA/41/40581.CR2,4000,1/60,5184,3456,CanonEOS100D,5.0,41.0mm,19C,53073070269,ac659793281666bec6c00c549df25b3ec2c7ad80,1
../RAWBASE/ALASKA/41/40631.CR2,3200,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,20C,53073070269,bb2758a70b08ae079ecfe041789e3785e7ea6ffc,0
../RAWBASE/ALASKA/41/40402.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,2ccee23934ded6fdc2f8cce59d821a7fc47129d9,1
../RAWBASE/ALASKA/41/40904.CR2,1600,1/60,5184,3456,CanonEOS100D,5.0,39.0mm,22C,53073070269,fab2075a02c8ccfb87ee90a6843dc25121f41ff0,0
../RAWBASE/ALASKA/41/40751.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,3d6567f856f48f4d6186c1ae22097227d4b27f13,0
../RAWBASE/ALASKA/41/40875.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,cc198fdb52883e2c73482d387589cf5efee6b405,1
../RAWBASE/ALASKA/41/40900.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,26C,53073070269,af0bd470ad40da24285fd1048fae12a2a1a961d0,1
../RAWBASE/ALASKA/41/40886.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,b47aae9b19337eb0f6119e0da214530a5786295a,0
../RAWBASE/ALASKA/41/40555.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,20C,53073070269,2eff0a9cbb823ee3b8956887d07fd70144242819,0
../RAWBASE/ALASKA/41/40572.CR2,4000,1/50,5184,3456,CanonEOS100D,5.0,37.0mm,20C,53073070269,046b878fd77da683bcaa985315b4e0b7a0ded20d,1
../RAWBASE/ALASKA/41/40614.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,d166c06ca1370d46ab02c03f697f7385d3085970,0
../RAWBASE/ALASKA/41/40400.CR2,1600,1/60,5184,3456,CanonEOS100D,4.0,28.0mm,20C,53073070269,3a53d430baaf9d7c3782a7d3edcdc9cd50773efd,0
../RAWBASE/ALASKA/41/40511.CR2,6400,1/30,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,f065c0cc5e381eda06328c1bf8c935012c82a984,0
../RAWBASE/ALASKA/41/40786.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,105dd79dbffd48f4573606a6ddc7c4a6f69708cf,0
../RAWBASE/ALASKA/41/40795.CR2,1600,1/25,5184,3456,CanonEOS100D,5.7,55.0mm,55C,53073070269,79e5fa8d007fffd52c7192cf01f9aef1fd24228c,0
../RAWBASE/ALASKA/41/40377.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,17C,53073070269,d0edca036e834c21c80478670ac6c92faf308763,0
../RAWBASE/ALASKA/41/40976.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,52.0mm,10C,53073070269,c0b38d1db1cc661170f3292cc84861268b25d3ed,1
../RAWBASE/ALASKA/41/40950.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,36C,53073070269,cb9ff0615b5c80a0d46a7f683a513e126352d9a5,1
../RAWBASE/ALASKA/41/40516.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,26C,53073070269,816be85b47fbef9390cbab6e778e364fbd946ef6,1
../RAWBASE/ALASKA/41/40397.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,10C,53073070269,b104b8e039f87b0ac4853a8d97d87202fe12203c,0
../RAWBASE/ALASKA/41/40653.CR2,1250,1/60,5184,3456,CanonEOS100D,5.7,44.0mm,23C,53073070269,085e09b24668c135a644028b3067035a7cd79f73,1
../RAWBASE/ALASKA/41/40560.CR2,1600,1/60,5184,3456,CanonEOS100D,3.5,18.0mm,20C,53073070269,d7fdb29a2e127382249301ed29ad31e8d8f2d4c3,1
../RAWBASE/ALASKA/41/40236.CR2,6400,1/8,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,88f38316e2300b92ea4ac1af5e7c0bfcb799c3b8,1
../RAWBASE/ALASKA/41/40504.CR2,12800,1/800,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,f2e651fbcc16dd314535c65ee0b32c2ddbe00785,1
../RAWBASE/ALASKA/41/40382.CR2,1600,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,14C,53073070269,04cf3297da7a1e19d295499ab335934782e62c25,0
../RAWBASE/ALASKA/41/40558.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,ca59e77323ef00606f52aec79d6cd59fd8be9a05,1
../RAWBASE/ALASKA/41/40279.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,7f81a2ad36b09395c6173eeb9b0c038f53bf497d,1
../RAWBASE/ALASKA/41/40777.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,6d35a0de1d13e590730290a3a59e86de0a809ff6,1
../RAWBASE/ALASKA/41/40739.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,f610ac959ff012ac8e1c75d4a22bdf2d5ba3f531,1
../RAWBASE/ALASKA/41/40550.CR2,6400,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,27C,53073070269,becb6551f9ea78ca09d9898aa9b75dd2428f4994,0
../RAWBASE/ALASKA/41/40520.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,030b3e3f0ee22956a17728160694f6bd07919409,0
../RAWBASE/ALASKA/41/40311.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,32C,53073070269,4afdf1494ed85789fe5045aeacb578f60d809848,0
